,Occupation_Code,Occupation_Title,Total_Employees,Mean_Annual_Wage,Annual_10th_Percentile_Wage,Annual_25th_Percentile_Wage,Annual_Median_Wage,Annual_75th_Percentile_Wage,Annual_90th_Percentile_Wage
1020,47-4041,Hazardous Materials Removal Workers,"44,280","45,500","26,630","32,250","40,640","56,210","74,160"
1021,47-4050,Highway Maintenance Workers,"143,320","39,540","24,470","30,550","38,130","47,610","56,820"
1022,47-4051,Highway Maintenance Workers,"143,320","39,540","24,470","30,550","38,130","47,610","56,820"
1023,47-4060,Rail-Track Laying and Maintenance Equipment Operators,"14,250","52,810","32,500","41,740","53,970","61,920","72,810"
1024,47-4061,Rail-Track Laying and Maintenance Equipment Operators,"14,250","52,810","32,500","41,740","53,970","61,920","72,810"
1025,47-4070,Septic Tank Servicers and Sewer Pipe Cleaners,"26,320","38,870","23,150","28,860","36,430","46,960","59,290"
1026,47-4071,Septic Tank Servicers and Sewer Pipe Cleaners,"26,320","38,870","23,150","28,860","36,430","46,960","59,290"
1027,47-4090,Miscellaneous Construction and Related Workers,"37,070","40,190","24,010","28,980","36,670","47,630","61,460"
1028,47-4091,Segmental Pavers,"1,720","34,160","21,820","24,870","33,530","39,190","50,900"
1029,47-4099,"Construction and Related Workers, All Other","35,340","40,480","24,340","29,120","36,890","47,930","61,940"
1030,47-5000,Extraction Workers,"197,770","48,190","27,980","34,430","44,390","58,020","73,370"
1031,47-5010,"Derrick, Rotary Drill, and Service Unit Operators, Oil, Gas, and Mining","71,860","54,010","32,190","38,380","49,720","63,500","81,040"
1032,47-5011,"Derrick Operators, Oil and Gas","11,580","51,140","33,790","39,030","48,130","59,970","75,520"
1033,47-5012,"Rotary Drill Operators, Oil and Gas","17,400","57,140","31,140","40,650","54,430","70,140","87,170"
1034,47-5013,"Service Unit Operators, Oil, Gas, and Mining","42,890","53,520","31,950","37,610","48,610","62,570","79,770"
1035,47-5020,"Earth Drillers, Except Oil and Gas","18,500","51,240","29,480","35,220","44,360","57,900","75,880"
1036,47-5021,"Earth Drillers, Except Oil and Gas","18,500","51,240","29,480","35,220","44,360","57,900","75,880"
1037,47-5030,"Explosives Workers, Ordnance Handling Experts, and Blasters","6,310","54,580","34,630","41,600","52,170","67,110","78,660"
1038,47-5031,"Explosives Workers, Ordnance Handling Experts, and Blasters","6,310","54,580","34,630","41,600","52,170","67,110","78,660"
1039,47-5040,Mining Machine Operators,"20,120","51,800","32,740","40,880","51,480","61,730","73,880"
1040,47-5041,Continuous Mining Machine Operators,"12,030","52,650","34,500","42,340","51,840","61,450","74,240"
1041,47-5042,Mine Cutting and Channeling Machine Operators,"5,930","50,670","28,980","38,040","51,900","62,370","73,280"
1042,47-5049,"Mining Machine Operators, All Other","2,160","50,220","32,830","38,160","48,010","61,540","73,920"
1043,47-5050,"Rock Splitters, Quarry","3,770","34,860","21,900","27,160","34,020","42,400","49,370"
1044,47-5051,"Rock Splitters, Quarry","3,770","34,860","21,900","27,160","34,020","42,400","49,370"
1045,47-5060,"Roof Bolters, Mining","3,930","58,110","43,760","49,250","56,780","63,950","76,640"
1046,47-5061,"Roof Bolters, Mining","3,930","58,110","43,760","49,250","56,780","63,950","76,640"
1047,47-5070,"Roustabouts, Oil and Gas","51,290","40,480","26,060","30,620","37,340","48,300","60,600"
1048,47-5071,"Roustabouts, Oil and Gas","51,290","40,480","26,060","30,620","37,340","48,300","60,600"
1049,47-5080,Helpers--Extraction Workers,"17,660","37,160","24,140","28,780","35,790","44,750","51,220"
1050,47-5081,Helpers--Extraction Workers,"17,660","37,160","24,140","28,780","35,790","44,750","51,220"
1051,47-5090,Miscellaneous Extraction Workers,"4,320","51,170","27,100","36,410","48,750","60,580","74,700"
1052,47-5099,"Extraction Workers, All Other","4,320","51,170","27,100","36,410","48,750","60,580","74,700"
1053,49-0000,"Installation, Maintenance, and Repair Occupations","5,456,640","46,690","24,180","31,970","43,440","58,740","75,110"
1054,49-1000,"Supervisors of Installation, Maintenance, and Repair Workers","453,330","66,730","38,450","49,390","63,540","80,670","100,480"
1055,49-1010,"First-Line Supervisors of Mechanics, Installers, and Repairers","453,330","66,730","38,450","49,390","63,540","80,670","100,480"
1056,49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers","453,330","66,730","38,450","49,390","63,540","80,670","100,480"
1057,49-2000,"Electrical and Electronic Equipment Mechanics, Installers, and Repairers","588,510","50,900","27,430","35,720","48,780","64,590","78,140"
1058,49-2010,"Computer, Automated Teller, and Office Machine Repairers","102,170","39,410","22,770","28,390","37,100","48,130","60,260"
1059,49-2011,"Computer, Automated Teller, and Office Machine Repairers","102,170","39,410","22,770","28,390","37,100","48,130","60,260"
1060,49-2020,Radio and Telecommunications Equipment Installers and Repairers,"242,550","54,460","30,410","39,120","53,540","69,850","79,470"
1061,49-2021,"Radio, Cellular, and Tower Equipment Installers and Repairers","14,120","53,620","31,190","39,290","52,480","67,890","78,930"
1062,49-2022,"Telecommunications Equipment Installers and Repairers, Except Line Installers","228,430","54,520","30,370","39,110","53,640","69,960","79,500"
1063,49-2090,"Miscellaneous Electrical and Electronic Equipment Mechanics, Installers, and Repairers","243,790","52,170","28,370","37,190","50,420","64,490","79,560"
1064,49-2091,Avionics Technicians,"17,330","61,390","39,510","50,900","60,760","73,020","83,260"
1065,49-2092,"Electric Motor, Power Tool, and Related Repairers","17,050","44,720","25,040","32,130","41,570","53,040","71,260"
1066,49-2093,"Electrical and Electronics Installers and Repairers, Transportation Equipment","13,960","59,840","37,210","48,110","59,280","71,860","83,450"
1067,49-2094,"Electrical and Electronics Repairers, Commercial and Industrial Equipment","67,390","56,990","34,650","44,530","56,250","67,510","80,160"
1068,49-2095,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay","23,060","74,540","50,900","64,800","75,670","87,220","98,890"
1069,49-2096,"Electronic Equipment Installers and Repairers, Motor Vehicles","11,750","34,200","20,810","25,390","32,220","40,200","50,770"
1070,49-2097,Electronic Home Entertainment Equipment Installers and Repairers,"25,550","39,340","23,050","28,910","37,410","47,920","59,640"
1071,49-2098,Security and Fire Alarm Systems Installers,"67,700","45,660","27,610","34,740","44,330","55,550","65,470"
1072,49-3000,"Vehicle and Mobile Equipment Mechanics, Installers, and Repairers","1,578,250","43,710","22,670","30,150","40,930","55,150","68,320"
1073,49-3010,Aircraft Mechanics and Service Technicians,"128,570","61,190","35,960","48,040","60,170","73,770","87,880"
1074,49-3011,Aircraft Mechanics and Service Technicians,"128,570","61,190","35,960","48,040","60,170","73,770","87,880"
1075,49-3020,Automotive Technicians and Repairers,"809,930","41,950","21,890","28,780","38,860","52,440","64,680"
1076,49-3021,Automotive Body and Related Repairers,"143,940","45,180","24,880","32,100","41,540","55,460","70,620"
1077,49-3022,Automotive Glass Installers and Repairers,"18,610","36,140","22,480","27,500","34,340","43,410","51,540"
1078,49-3023,Automotive Service Technicians and Mechanics,"647,380","41,400","21,470","28,140","38,470","52,120","64,070"
1079,49-3030,Bus and Truck Mechanics and Diesel Engine Specialists,"254,280","46,710","29,070","35,750","45,170","56,660","67,550"
1080,49-3031,Bus and Truck Mechanics and Diesel Engine Specialists,"254,280","46,710","29,070","35,750","45,170","56,660","67,550"
1081,49-3040,Heavy Vehicle and Mobile Equipment Service Technicians and Mechanics,"180,760","48,920","30,150","37,200","47,690","59,020","70,950"
1082,49-3041,Farm Equipment Mechanics and Service Technicians,"35,110","39,310","24,690","30,610","37,820","47,360","57,420"
1083,49-3042,"Mobile Heavy Equipment Mechanics, Except Engines","123,570","50,810","32,610","39,750","49,370","60,060","72,740"
1084,49-3043,Rail Car Repairers,"22,090","53,590","31,390","41,050","55,000","64,170","76,220"
1085,49-3050,Small Engine Mechanics,"69,280","37,340","22,270","27,740","35,280","45,540","56,750"
1086,49-3051,Motorboat Mechanics and Service Technicians,"20,260","40,860","23,650","29,950","38,780","50,600","61,200"
1087,49-3052,Motorcycle Mechanics,"16,000","37,040","22,370","27,590","34,720","44,700","56,350"
1088,49-3053,Outdoor Power Equipment and Other Small Engine Mechanics,"33,020","35,320","21,680","26,860","33,730","42,230","51,360"
1089,49-3090,"Miscellaneous Vehicle and Mobile Equipment Mechanics, Installers, and Repairers","135,430","28,360","18,820","21,420","26,140","33,110","41,610"
1090,49-3091,Bicycle Repairers,"12,560","28,520","19,180","22,280","27,630","33,790","39,150"
1091,49-3092,Recreational Vehicle Service Technicians,"13,520","38,040","23,430","29,370","36,430","45,830","56,610"
1092,49-3093,Tire Repairers and Changers,"109,350","27,150","18,610","20,980","25,040","30,940","39,040"
1093,49-9000,"Other Installation, Maintenance, and Repair Occupations","2,836,540","44,270","23,630","30,820","40,930","55,350","70,480"
1094,49-9010,Control and Valve Installers and Repairers,"65,590","51,410","28,520","35,880","47,980","64,230","81,010"
1095,49-9011,Mechanical Door Repairers,"19,840","40,420","25,960","31,590","38,480","47,650","58,000"
1096,49-9012,"Control and Valve Installers and Repairers, Except Mechanical Door","45,740","56,180","31,180","39,540","54,520","71,380","86,420"
1097,49-9020,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers","294,730","48,320","28,440","35,440","45,910","58,960","73,350"
1098,49-9021,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers","294,730","48,320","28,440","35,440","45,910","58,960","73,350"
1099,49-9030,Home Appliance Repairers,"33,480","40,390","22,260","28,530","37,570","49,670","62,600"
1100,49-9031,Home Appliance Repairers,"33,480","40,390","22,260","28,530","37,570","49,670","62,600"
1101,49-9040,"Industrial Machinery Installation, Repair, and Maintenance Workers","465,330","50,910","31,440","38,690","49,080","61,130","75,210"
1102,49-9041,Industrial Machinery Mechanics,"334,490","51,890","32,290","39,730","50,040","61,800","76,110"
1103,49-9043,"Maintenance Workers, Machinery","89,630","46,000","27,440","34,890","44,550","55,900","66,240"
1104,49-9044,Millwrights,"39,670","53,950","32,680","40,880","52,440","65,940","78,390"
1105,49-9045,"Refractory Materials Repairers, Except Brickmasons","1,540","47,000","29,310","36,410","45,230","54,620","66,710"
1106,49-9050,Line Installers and Repairers,"217,750","61,430","31,790","42,320","62,650","78,190","93,660"
1107,49-9051,Electrical Power-Line Installers and Repairers,"117,670","67,160","36,610","50,820","68,010","82,640","98,190"
1108,49-9052,Telecommunications Line Installers and Repairers,"100,080","54,700","28,010","36,390","52,590","72,870","83,260"
1109,49-9060,Precision Instrument and Equipment Repairers,"68,360","49,680","27,280","34,820","47,220","61,440","77,350"
1110,49-9061,Camera and Photographic Equipment Repairers,"3,760","43,920","24,730","29,450","41,060","55,190","66,150"
1111,49-9062,Medical Equipment Repairers,"43,370","50,910","29,130","36,160","48,070","62,370","78,520"
1112,49-9063,Musical Instrument Repairers and Tuners,"7,980","37,690","20,570","26,340","35,010","45,750","59,350"
1113,49-9064,Watch Repairers,"1,620","39,720","20,810","26,530","36,740","48,420","61,880"
1114,49-9069,"Precision Instrument and Equipment Repairers, All Other","11,640","56,570","32,650","43,420","56,230","66,750","81,310"
1115,49-9070,"Maintenance and Repair Workers, General","1,332,480","39,360","22,010","28,180","36,940","48,520","60,660"
1116,49-9071,"Maintenance and Repair Workers, General","1,332,480","39,360","22,010","28,180","36,940","48,520","60,660"
1117,49-9080,Wind Turbine Service Technicians,"4,580","54,360","36,970","43,590","52,260","62,720","76,250"
1118,49-9081,Wind Turbine Service Technicians,"4,580","54,360","36,970","43,590","52,260","62,720","76,250"
1119,49-9090,"Miscellaneous Installation, Maintenance, and Repair Workers","354,250","37,940","20,500","25,640","34,170","47,150","61,340"
1120,49-9091,"Coin, Vending, and Amusement Machine Servicers and Repairers","33,600","34,860","20,080","25,200","33,070","42,140","51,540"
1121,49-9092,Commercial Divers,"3,370","53,990","30,700","37,510","49,090","61,610","83,730"
1122,49-9093,"Fabric Menders, Except Garment",550,"27,670","20,270","22,630","26,920","30,810","37,430"
1123,49-9094,Locksmiths and Safe Repairers,"18,640","42,180","22,320","30,430","40,420","52,310","62,960"
1124,49-9095,Manufactured Building and Mobile Home Installers,"3,200","31,030","20,330","24,720","29,810","36,180","43,400"
1125,49-9096,Riggers,"21,020","49,030","27,820","34,440","45,690","58,990","74,750"
1126,49-9097,Signal and Track Switch Repairers,"8,680","62,710","36,110","52,060","65,350","76,270","82,800"
1127,49-9098,"Helpers--Installation, Maintenance, and Repair Workers","118,720","29,370","18,720","21,800","27,510","34,990","43,680"
1128,49-9099,"Installation, Maintenance, and Repair Workers, All Other","146,460","41,810","22,580","28,820","38,480","51,880","64,560"
1129,51-0000,Production Occupations,"9,105,650","37,190","20,720","24,920","33,130","45,360","60,300"
1130,51-1000,Supervisors of Production Workers,"610,480","61,450","34,290","43,970","57,780","75,070","95,800"
1131,51-1010,First-Line Supervisors of Production and Operating Workers,"610,480","61,450","34,290","43,970","57,780","75,070","95,800"
1132,51-1011,First-Line Supervisors of Production and Operating Workers,"610,480","61,450","34,290","43,970","57,780","75,070","95,800"
1133,51-2000,Assemblers and Fabricators,"1,798,860","33,610","20,470","24,230","30,930","39,730","52,170"
1134,51-2010,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers","42,010","52,530","32,460","39,750","50,050","65,900","78,150"
1135,51-2011,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers","42,010","52,530","32,460","39,750","50,050","65,900","78,150"
1136,51-2020,"Electrical, Electronics, and Electromechanical Assemblers","278,150","34,060","21,220","25,470","31,730","40,050","49,920"
1137,51-2021,"Coil Winders, Tapers, and Finishers","14,090","35,340","22,030","26,230","33,940","43,040","50,820"
1138,51-2022,Electrical and Electronic Equipment Assemblers,"218,530","33,700","20,970","25,170","31,310","39,550","49,600"
1139,51-2023,Electromechanical Equipment Assemblers,"45,540","35,410","22,320","26,670","33,350","41,810","51,080"
1140,51-2030,Engine and Other Machine Assemblers,"38,150","43,090","26,700","31,880","41,210","54,540","61,800"
1141,51-2031,Engine and Other Machine Assemblers,"38,150","43,090","26,700","31,880","41,210","54,540","61,800"
1142,51-2040,Structural Metal Fabricators and Fitters,"77,270","40,000","25,410","30,780","37,730","47,490","58,900"
1143,51-2041,Structural Metal Fabricators and Fitters,"77,270","40,000","25,410","30,780","37,730","47,490","58,900"
1144,51-2090,Miscellaneous Assemblers and Fabricators,"1,363,280","32,310","20,020","23,470","29,840","38,350","50,200"
1145,51-2091,Fiberglass Laminators and Fabricators,"19,400","33,020","21,790","25,680","30,870","38,110","47,670"
1146,51-2092,Team Assemblers,"1,112,780","32,550","20,200","23,710","30,060","38,550","50,980"
1147,51-2093,Timing Device Assemblers and Adjusters,790,"42,470","24,710","29,240","37,040","50,530","74,740"
1148,51-2099,"Assemblers and Fabricators, All Other","230,310","31,050","19,210","22,240","28,550","37,330","47,390"
1149,51-3000,Food Processing Workers,"793,100","28,320","19,200","21,710","26,280","32,620","40,890"
1150,51-3010,Bakers,"180,450","27,110","18,640","20,980","25,090","31,110","39,050"
1151,51-3011,Bakers,"180,450","27,110","18,640","20,980","25,090","31,110","39,050"
1152,51-3020,"Butchers and Other Meat, Poultry, and Fish Processing Workers","364,460","28,140","19,560","22,000","26,410","31,910","39,670"
1153,51-3021,Butchers and Meat Cutters,"133,880","31,740","19,750","23,200","29,870","38,470","47,960"
1154,51-3022,"Meat, Poultry, and Fish Cutters and Trimmers","149,800","25,510","19,220","21,230","24,490","29,050","33,020"
1155,51-3023,Slaughterers and Meat Packers,"80,780","27,040","20,020","22,460","26,590","30,680","36,170"
1156,51-3090,Miscellaneous Food Processing Workers,"248,200","29,470","19,270","21,840","27,110","35,250","44,730"
1157,51-3091,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders","20,080","30,970","19,220","22,420","28,570","37,410","48,550"
1158,51-3092,Food Batchmakers,"148,540","30,130","19,310","22,070","27,810","36,430","46,010"
1159,51-3093,Food Cooking Machine Operators and Tenders,"36,520","30,330","19,210","22,120","28,350","36,740","45,830"
1160,51-3099,"Food Processing Workers, All Other","43,070","25,800","19,160","21,070","24,160","29,490","35,420"
1161,51-4000,Metal Workers and Plastic Workers,"1,924,170","39,830","23,770","29,460","37,560","48,190","59,860"
1162,51-4010,Computer Control Programmers and Operators,"171,370","41,640","25,730","31,440","39,290","49,610","61,060"
1163,51-4011,"Computer-Controlled Machine Tool Operators, Metal and Plastic","146,190","39,590","25,180","30,480","37,880","47,570","57,750"
1164,51-4012,"Computer Numerically Controlled Machine Tool Programmers, Metal and Plastic","25,180","53,560","32,860","40,540","50,580","62,690","78,760"
1165,51-4020,"Forming Machine Setters, Operators, and Tenders, Metal and Plastic","120,170","37,460","23,060","28,170","35,830","45,500","54,800"
1166,51-4021,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic","71,960","35,340","22,440","27,080","33,870","42,190","50,260"
1167,51-4022,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic","19,160","38,710","22,740","28,600","36,930","47,420","57,860"
1168,51-4023,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic","29,060","41,900","26,040","31,980","40,680","50,470","60,750"
1169,51-4030,"Machine Tool Cutting Setters, Operators, and Tenders, Metal and Plastic","331,110","35,470","22,040","26,690","33,620","42,330","51,850"
1170,51-4031,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic","192,800","34,210","21,630","26,060","32,370","40,090","50,330"
1171,51-4032,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic","12,290","38,880","23,450","28,440","36,410","46,850","57,660"
1172,51-4033,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic","74,600","34,920","21,960","26,240","32,890","41,360","50,640"
1173,51-4034,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic","33,850","39,630","24,930","30,940","38,480","47,700","56,990"
1174,51-4035,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic","17,560","41,180","24,370","30,940","39,840","49,430","60,930"
1175,51-4040,Machinists,"391,120","43,220","25,900","32,710","41,700","52,190","62,590"
1176,51-4041,Machinists,"391,120","43,220","25,900","32,710","41,700","52,190","62,590"
1177,51-4050,"Metal Furnace Operators, Tenders, Pourers, and Casters","26,300","40,360","24,250","31,010","39,220","48,570","58,340"
1178,51-4051,Metal-Refining Furnace Operators and Tenders,"17,730","41,840","24,700","32,260","41,040","50,000","59,980"
1179,51-4052,"Pourers and Casters, Metal","8,560","37,300","23,570","28,990","36,180","44,770","52,590"
1180,51-4060,"Model Makers and Patternmakers, Metal and Plastic","9,680","48,280","25,860","34,170","46,600","60,630","74,490"
1181,51-4061,"Model Makers, Metal and Plastic","6,250","50,360","25,590","34,460","48,550","64,840","78,010"
1182,51-4062,"Patternmakers, Metal and Plastic","3,420","44,490","26,510","33,750","44,210","54,880","62,590"
1183,51-4070,"Molders and Molding Machine Setters, Operators, and Tenders, Metal and Plastic","158,370","32,930","21,040","24,690","30,820","38,920","48,720"
1184,51-4071,Foundry Mold and Coremakers,"12,810","36,030","23,910","28,340","34,790","42,330","49,970"
1185,51-4072,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic","145,560","32,660","20,930","24,420","30,480","38,640","48,550"
1186,51-4080,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic","117,300","36,190","22,360","27,320","34,340","43,150","53,090"
1187,51-4081,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic","117,300","36,190","22,360","27,320","34,340","43,150","53,090"
1188,51-4110,Tool and Die Makers,"72,210","51,610","31,790","40,810","51,060","62,130","74,230"
1189,51-4111,Tool and Die Makers,"72,210","51,610","31,790","40,810","51,060","62,130","74,230"
1190,51-4120,"Welding, Soldering, and Brazing Workers","429,650","42,010","26,580","32,330","39,110","49,150","61,470"
1191,51-4121,"Welders, Cutters, Solderers, and Brazers","382,730","42,450","26,800","32,590","39,390","49,550","62,100"
1192,51-4122,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders","46,920","38,380","25,070","30,090","36,980","45,820","54,300"
1193,51-4190,Miscellaneous Metal Workers and Plastic Workers,"96,910","37,090","22,120","27,030","34,740","45,170","56,600"
1194,51-4191,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic","19,780","39,010","24,580","29,970","37,180","46,610","57,290"
1195,51-4192,"Layout Workers, Metal and Plastic","9,070","47,720","29,260","36,390","45,820","56,940","66,010"
1196,51-4193,"Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic","35,570","33,690","21,620","25,550","31,280","39,380","50,290"
1197,51-4194,"Tool Grinders, Filers, and Sharpeners","9,550","38,860","23,320","28,320","36,650","46,860","57,590"
1198,51-4199,"Metal Workers and Plastic Workers, All Other","22,930","35,780","20,810","24,960","33,280","44,160","56,490"
1199,51-5100,Printing Workers,"255,980","37,010","21,140","26,620","35,120","45,650","56,630"
1200,51-5110,Printing Workers,"255,980","37,010","21,140","26,620","35,120","45,650","56,630"
1201,51-5111,Prepress Technicians and Workers,"33,340","40,640","23,650","30,270","38,930","49,680","60,590"
1202,51-5112,Printing Press Operators,"169,910","37,460","21,120","26,860","35,530","46,250","57,610"
1203,51-5113,Print Binding and Finishing Workers,"52,730","33,270","20,610","24,460","31,410","40,110","49,320"
1204,51-6000,"Textile, Apparel, and Furnishings Workers","582,470","26,270","18,110","20,090","23,750","30,080","38,350"
1205,51-6010,Laundry and Dry-Cleaning Workers,"207,710","23,210","17,580","19,020","21,510","25,300","31,460"
1206,51-6011,Laundry and Dry-Cleaning Workers,"207,710","23,210","17,580","19,020","21,510","25,300","31,460"
1207,51-6020,"Pressers, Textile, Garment, and Related Materials","45,150","22,270","17,360","18,930","21,300","24,710","29,460"
1208,51-6021,"Pressers, Textile, Garment, and Related Materials","45,150","22,270","17,360","18,930","21,300","24,710","29,460"
1209,51-6030,Sewing Machine Operators,"139,500","25,830","18,500","20,800","23,670","29,730","37,000"
1210,51-6031,Sewing Machine Operators,"139,500","25,830","18,500","20,800","23,670","29,730","37,000"
1211,51-6040,Shoe and Leather Workers,"11,280","26,190","17,940","19,990","24,600","30,280","37,000"
1212,51-6041,Shoe and Leather Workers and Repairers,"7,780","26,040","18,000","19,870","23,940","30,030","37,350"
1213,51-6042,Shoe Machine Operators and Tenders,"3,500","26,530","17,790","20,580","26,150","30,620","36,400"
1214,51-6050,"Tailors, Dressmakers, and Sewers","28,200","29,500","19,000","21,770","27,080","34,420","44,730"
1215,51-6051,"Sewers, Hand","6,540","25,630","18,760","20,800","24,520","29,000","34,460"
1216,51-6052,"Tailors, Dressmakers, and Custom Sewers","21,660","30,670","19,170","22,270","28,240","36,560","46,960"
1217,51-6060,"Textile Machine Setters, Operators, and Tenders","77,800","28,190","20,000","22,640","27,260","31,860","38,590"
1218,51-6061,Textile Bleaching and Dyeing Machine Operators and Tenders,"10,860","28,480","20,810","22,700","27,270","32,710","38,700"
1219,51-6062,"Textile Cutting Machine Setters, Operators, and Tenders","15,040","27,860","19,060","21,410","26,090","31,890","39,880"
1220,51-6063,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders","21,550","28,380","19,740","22,560","27,470","32,580","38,750"
1221,51-6064,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders","30,340","28,110","20,230","23,400","27,500","31,260","37,880"
1222,51-6090,"Miscellaneous Textile, Apparel, and Furnishings Workers","72,820","35,030","20,800","24,980","32,400","41,470","53,180"
1223,51-6091,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers","19,340","35,420","22,310","27,340","34,240","41,910","49,810"
1224,51-6092,Fabric and Apparel Patternmakers,"5,310","48,460","23,670","30,740","39,650","64,840","86,960"
1225,51-6093,Upholsterers,"32,520","34,640","20,860","26,030","33,050","40,670","51,260"
1226,51-6099,"Textile, Apparel, and Furnishings Workers, All Other","15,650","30,830","19,130","21,270","25,890","36,880","52,300"
1227,51-7000,Woodworkers,"250,870","32,170","20,510","24,130","30,210","38,170","48,030"
1228,51-7010,Cabinetmakers and Bench Carpenters,"97,980","34,800","21,280","25,910","33,050","41,350","51,470"
1229,51-7011,Cabinetmakers and Bench Carpenters,"97,980","34,800","21,280","25,910","33,050","41,350","51,470"
1230,51-7020,Furniture Finishers,"17,370","32,330","20,810","24,970","30,550","38,070","47,890"
1231,51-7021,Furniture Finishers,"17,370","32,330","20,810","24,970","30,550","38,070","47,890"
1232,51-7030,"Model Makers and Patternmakers, Wood","2,000","47,660","25,280","34,250","44,320","60,670","74,680"
1233,51-7031,"Model Makers, Wood","1,040","47,480","23,910","33,530","40,890","61,020","76,480"
1234,51-7032,"Patternmakers, Wood",970,"47,850","27,120","35,260","46,510","60,410","72,950"
1235,51-7040,"Woodworking Machine Setters, Operators, and Tenders","126,760","29,900","19,970","23,110","28,460","35,510","42,750"
1236,51-7041,"Sawing Machine Setters, Operators, and Tenders, Wood","50,640","29,960","19,660","22,850","28,380","35,760","43,530"
1237,51-7042,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing","76,130","29,850","20,160","23,280","28,510","35,350","42,220"
1238,51-7090,Miscellaneous Woodworkers,"6,750","31,780","18,930","21,880","28,500","39,540","50,540"
1239,51-7099,"Woodworkers, All Other","6,750","31,780","18,930","21,880","28,500","39,540","50,540"
1240,51-8000,Plant and System Operators,"307,370","59,980","32,680","43,080","58,100","75,490","92,500"
1241,51-8010,"Power Plant Operators, Distributors, and Dispatchers","53,560","77,790","48,200","63,920","78,370","93,830","105,730"
1242,51-8011,Nuclear Power Reactor Operators,"7,170","91,370","66,350","78,640","91,170","104,490","121,570"
1243,51-8012,Power Distributors and Dispatchers,"11,380","81,500","52,900","67,580","81,900","96,870","110,340"
1244,51-8013,Power Plant Operators,"35,010","73,800","44,270","59,550","74,690","89,390","101,590"
1245,51-8020,Stationary Engineers and Boiler Operators,"33,720","61,410","35,150","46,470","59,400","74,550","93,300"
1246,51-8021,Stationary Engineers and Boiler Operators,"33,720","61,410","35,150","46,470","59,400","74,550","93,300"
1247,51-8030,Water and Wastewater Treatment Plant and System Operators,"115,840","47,930","27,550","35,270","45,760","58,420","73,120"
1248,51-8031,Water and Wastewater Treatment Plant and System Operators,"115,840","47,930","27,550","35,270","45,760","58,420","73,120"
1249,51-8090,Miscellaneous Plant and System Operators,"104,250","63,750","38,370","49,920","63,430","77,060","91,080"
1250,51-8091,Chemical Plant and System Operators,"33,300","59,430","35,050","46,110","59,920","73,210","81,970"
1251,51-8092,Gas Plant Operators,"17,350","67,980","44,340","55,510","67,580","79,940","95,030"
1252,51-8093,"Petroleum Pump System Operators, Refinery Operators, and Gaugers","41,630","67,870","41,960","53,430","67,400","80,860","96,070"
1253,51-8099,"Plant and System Operators, All Other","11,970","55,340","31,970","41,740","54,930","66,290","78,630"
1254,51-9000,Other Production Occupations,"2,582,350","34,950","20,420","24,120","31,520","42,030","55,220"
1255,51-9010,"Chemical Processing Machine Setters, Operators, and Tenders","121,010","46,850","26,000","32,930","43,600","58,440","73,800"
1256,51-9011,Chemical Equipment Operators and Tenders,"73,840","50,300","27,840","35,450","47,780","62,360","77,640"
1257,51-9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders","47,160","41,450","23,780","29,750","38,360","50,200","63,020"
1258,51-9020,"Crushing, Grinding, Polishing, Mixing, and Blending Workers","186,980","36,410","21,940","26,860","34,440","44,040","53,830"
1259,51-9021,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders","29,830","36,050","22,060","26,700","34,390","43,800","52,060"
1260,51-9022,"Grinding and Polishing Workers, Hand","26,670","30,860","20,730","23,340","28,720","36,430","45,440"
1261,51-9023,"Mixing and Blending Machine Setters, Operators, and Tenders","130,480","37,630","22,590","28,000","35,680","45,540","55,960"
1262,51-9030,Cutting Workers,"75,580","33,170","21,010","25,370","31,780","39,460","48,320"
